year,quarter,flight_date,month,day_of_month,day_of_week,carrier_code,carrier_name,origin,origin_city,dest,dest_city,dep_time,dep_delay,dep_delay_15,arr_time,arr_delay,arr_delay_15,crs_elapsed_time,actual_elapsed_time,air_time,distance
2024,1,2024-01-08,1,8,1,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",LGA,"New York, NY",1740,-5,0,1914,-21,0,110,94,60,431
2024,1,2024-01-09,1,9,2,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",LGA,"New York, NY",1820,35,1,2040,65,1,110,140,107,431
2024,1,2024-01-10,1,10,3,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",LGA,"New York, NY",1741,-4,0,1944,9,0,110,123,64,431
2024,1,2024-01-11,1,11,4,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",LGA,"New York, NY",1738,-7,0,1927,-8,0,110,109,66,431
2024,1,2024-01-12,1,12,5,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",LGA,"New York, NY",1741,-4,0,1930,-5,0,110,109,62,431
2024,1,2024-01-14,1,14,7,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",LGA,"New York, NY",1929,104,1,2108,93,1,110,99,66,431
2024,1,2024-01-15,1,15,1,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",LGA,"New York, NY",0854,909,1,1031,896,1,110,97,54,431
2024,1,2024-01-16,1,16,2,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",LGA,"New York, NY",2041,176,1,2200,145,1,110,79,58,431
2024,1,2024-01-17,1,17,3,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",LGA,"New York, NY",1750,5,0,1928,-7,0,110,98,70,431
2024,1,2024-01-18,1,18,4,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",LGA,"New York, NY",1811,26,1,1932,-3,0,110,81,58,431
2024,1,2024-01-19,1,19,5,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",LGA,"New York, NY",1918,93,1,2044,69,1,110,86,60,431
2024,1,2024-01-21,1,21,7,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",LGA,"New York, NY",1741,-4,0,2015,40,1,110,154,71,431
2024,1,2024-01-22,1,22,1,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",LGA,"New York, NY",1735,-10,0,1927,-8,0,110,112,71,431
2024,1,2024-01-23,1,23,2,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",LGA,"New York, NY",1739,-6,0,1924,-11,0,110,105,70,431
2024,1,2024-01-24,1,24,3,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",LGA,"New York, NY",1935,110,1,2112,97,1,110,97,66,431
2024,1,2024-01-26,1,26,5,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",LGA,"New York, NY",1740,-5,0,1947,12,0,110,127,64,431
2024,1,2024-01-28,1,28,7,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",LGA,"New York, NY",1812,27,1,2016,41,1,110,124,74,431
2024,1,2024-01-29,1,29,1,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",LGA,"New York, NY",1735,-10,0,2019,44,1,110,164,71,431
2024,1,2024-01-30,1,30,2,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",LGA,"New York, NY",1740,-5,0,1911,-24,0,110,91,64,431
2024,1,2024-01-31,1,31,3,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",LGA,"New York, NY",1740,-5,0,1933,-2,0,110,113,72,431
2024,1,2024-01-01,1,1,1,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",MIA,"Miami, FL",1441,-4,0,1700,1,0,134,139,104,700
2024,1,2024-01-02,1,2,2,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",MIA,"Miami, FL",1440,-5,0,1702,3,0,134,142,110,700
2024,1,2024-01-03,1,3,3,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",MIA,"Miami, FL",1453,8,0,1709,10,0,134,136,110,700
2024,1,2024-01-04,1,4,4,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",MIA,"Miami, FL",1436,-9,0,1643,-16,0,134,127,101,700
2024,1,2024-01-05,1,5,5,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",MIA,"Miami, FL",1440,-5,0,1651,-8,0,134,131,107,700
2024,1,2024-01-06,1,6,6,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",MIA,"Miami, FL",1459,14,0,1734,35,1,134,155,125,700
2024,1,2024-01-07,1,7,7,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",MIA,"Miami, FL",1515,30,1,1747,48,1,134,152,116,700
2024,1,2024-01-20,1,20,6,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",DTW,"Detroit, MI",1810,-1,0,1953,-12,0,114,103,81,501
2024,1,2024-01-27,1,27,6,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",DTW,"Detroit, MI",1827,16,1,2012,7,0,114,105,74,501
2024,1,2024-01-08,1,8,1,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",CVG,"Cincinnati, OH",0701,-4,0,0838,-12,0,105,97,69,390
2024,1,2024-01-09,1,9,2,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",CVG,"Cincinnati, OH",0703,-2,0,0831,-19,0,105,88,76,390
2024,1,2024-01-10,1,10,3,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",CVG,"Cincinnati, OH",0657,-8,0,0830,-20,0,105,93,74,390
2024,1,2024-01-11,1,11,4,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",CVG,"Cincinnati, OH",0701,-4,0,0847,-3,0,105,106,72,390
2024,1,2024-01-12,1,12,5,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",CVG,"Cincinnati, OH",0657,-8,0,0900,10,0,105,123,77,390
2024,1,2024-01-15,1,15,1,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",CVG,"Cincinnati, OH",0734,29,1,0907,17,1,105,93,74,390
2024,1,2024-01-16,1,16,2,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",CVG,"Cincinnati, OH",0704,-1,0,0832,-18,0,105,88,72,390
2024,1,2024-01-17,1,17,3,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",CVG,"Cincinnati, OH",0800,55,1,1024,94,1,105,144,123,390
2024,1,2024-01-18,1,18,4,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",CVG,"Cincinnati, OH",0845,100,1,1016,86,1,105,91,68,390
2024,1,2024-01-19,1,19,5,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",CVG,"Cincinnati, OH",0713,8,0,0901,11,0,105,108,74,390
2024,1,2024-01-21,1,21,7,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",CVG,"Cincinnati, OH",0659,-6,0,0840,-10,0,105,101,72,390
2024,1,2024-01-22,1,22,1,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",CVG,"Cincinnati, OH",0702,-3,0,0913,23,1,105,131,66,390
2024,1,2024-01-23,1,23,2,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",CVG,"Cincinnati, OH",0655,-10,0,0829,-21,0,105,94,69,390
2024,1,2024-01-24,1,24,3,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",CVG,"Cincinnati, OH",0701,-4,0,0851,1,0,105,110,69,390
2024,1,2024-01-25,1,25,4,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",CVG,"Cincinnati, OH",0700,-5,0,0840,-10,0,105,100,82,390
2024,1,2024-01-26,1,26,5,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",CVG,"Cincinnati, OH",0659,-6,0,0834,-16,0,105,95,66,390
2024,1,2024-01-28,1,28,7,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",CVG,"Cincinnati, OH",0655,-10,0,0822,-28,0,105,87,67,390
2024,1,2024-01-29,1,29,1,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",CVG,"Cincinnati, OH",0653,-12,0,0828,-22,0,105,95,68,390
2024,1,2024-01-30,1,30,2,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",CVG,"Cincinnati, OH",0856,111,1,1029,99,1,105,93,74,390
2024,1,2024-01-31,1,31,3,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",CVG,"Cincinnati, OH",0700,-5,0,0819,-31,0,105,79,65,390
2024,1,2024-01-07,1,7,7,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",LGA,"New York, NY",1915,-5,0,2115,7,0,108,120,88,431
2024,1,2024-01-01,1,1,1,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",LGA,"New York, NY",1553,-7,0,1717,-41,0,118,84,59,431
2024,1,2024-01-02,1,2,2,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",LGA,"New York, NY",1559,-1,0,1730,-28,0,118,91,66,431
2024,1,2024-01-03,1,3,3,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",LGA,"New York, NY",1618,18,1,1735,-23,0,118,77,58,431
2024,1,2024-01-04,1,4,4,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",LGA,"New York, NY",1602,2,0,1728,-30,0,118,86,67,431
2024,1,2024-01-05,1,5,5,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",LGA,"New York, NY",1555,-5,0,1711,-47,0,118,76,61,431
2024,1,2024-01-06,1,6,6,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",LGA,"New York, NY",1620,20,1,1735,-23,0,118,75,58,431
2024,1,2024-01-07,1,7,7,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",LGA,"New York, NY",1503,1,0,1633,-26,0,117,90,63,431
2024,1,2024-01-13,1,13,6,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",MSP,"Minneapolis, MN",0954,-6,0,1140,-25,0,185,166,143,980
2024,1,2024-01-20,1,20,6,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",MSP,"Minneapolis, MN",0956,-4,0,1141,-24,0,185,165,143,980
2024,1,2024-01-27,1,27,6,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",MSP,"Minneapolis, MN",0955,-5,0,1127,-38,0,185,152,135,980
2024,1,2024-01-07,1,7,7,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",LGA,"New York, NY",1324,19,1,1459,6,0,108,95,62,431
2024,1,2024-01-07,1,7,7,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",JFK,"New York, NY",0645,-5,0,0814,-45,0,129,89,61,427
2024,1,2024-01-01,1,1,1,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",JFK,"New York, NY",1635,0,0,1802,-41,0,128,87,64,427
2024,1,2024-01-07,1,7,7,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",JFK,"New York, NY",1626,-4,0,1817,-18,0,125,111,61,427
2024,1,2024-01-01,1,1,1,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",LGA,"New York, NY",1108,-5,0,1240,-19,0,106,92,61,431
2024,1,2024-01-02,1,2,2,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",LGA,"New York, NY",1115,2,0,1249,-10,0,106,94,66,431
2024,1,2024-01-03,1,3,3,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",LGA,"New York, NY",1108,-5,0,1240,-19,0,106,92,61,431
2024,1,2024-01-04,1,4,4,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",LGA,"New York, NY",1118,5,0,1242,-17,0,106,84,59,431
2024,1,2024-01-05,1,5,5,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",LGA,"New York, NY",1107,-6,0,1239,-20,0,106,92,63,431
2024,1,2024-01-06,1,6,6,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",LGA,"New York, NY",1109,-4,0,1231,-28,0,106,82,61,431
2024,1,2024-01-02,1,2,2,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",JFK,"New York, NY",1634,-1,0,1841,-2,0,128,127,70,427
2024,1,2024-01-03,1,3,3,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",JFK,"New York, NY",1634,-1,0,1820,-23,0,128,106,68,427
2024,1,2024-01-04,1,4,4,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",JFK,"New York, NY",1725,50,1,1857,14,0,128,92,65,427
2024,1,2024-01-05,1,5,5,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",JFK,"New York, NY",1715,40,1,1859,16,1,128,104,71,427
2024,1,2024-01-06,1,6,6,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",JFK,"New York, NY",1630,-5,0,1825,-18,0,128,115,59,427
2024,1,2024-01-07,1,7,7,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",DCA,"Washington, DC",0556,-4,0,0652,-22,0,74,56,36,227
2024,1,2024-01-08,1,8,1,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",DCA,"Washington, DC",0603,-2,0,0705,-15,0,75,62,42,227
2024,1,2024-01-09,1,9,2,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",DCA,"Washington, DC",0600,-5,0,0705,-15,0,75,65,42,227
2024,1,2024-01-10,1,10,3,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",DCA,"Washington, DC",0556,-9,0,0655,-25,0,75,59,37,227
2024,1,2024-01-11,1,11,4,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",DCA,"Washington, DC",0743,98,1,0858,98,1,75,75,48,227
2024,1,2024-01-12,1,12,5,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",DCA,"Washington, DC",0604,-1,0,0742,22,1,75,98,39,227
2024,1,2024-01-13,1,13,6,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",DCA,"Washington, DC",0600,-5,0,0711,-9,0,75,71,41,227
2024,1,2024-01-14,1,14,7,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",DCA,"Washington, DC",0553,-12,0,0705,-15,0,75,72,40,227
2024,1,2024-01-15,1,15,1,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",DCA,"Washington, DC",0600,-5,0,0753,33,1,75,113,36,227
2024,1,2024-01-16,1,16,2,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",DCA,"Washington, DC",0602,-3,0,0713,-7,0,75,71,34,227
2024,1,2024-01-17,1,17,3,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",DCA,"Washington, DC",0716,71,1,0834,74,1,75,78,49,227
2024,1,2024-01-18,1,18,4,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",DCA,"Washington, DC",0559,-6,0,0744,24,1,75,105,43,227
2024,1,2024-01-21,1,21,7,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",DCA,"Washington, DC",0558,-7,0,0714,-6,0,75,76,41,227
2024,1,2024-01-22,1,22,1,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",DCA,"Washington, DC",0600,-5,0,0745,25,1,75,105,40,227
2024,1,2024-01-23,1,23,2,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",DCA,"Washington, DC",0600,-5,0,0728,8,0,75,88,46,227
2024,1,2024-01-24,1,24,3,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",DCA,"Washington, DC",0601,-4,0,0705,-15,0,75,64,42,227
2024,1,2024-01-25,1,25,4,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",DCA,"Washington, DC",0556,-9,0,0711,-9,0,75,75,45,227
2024,1,2024-01-26,1,26,5,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",DCA,"Washington, DC",0600,-5,0,0725,5,0,75,85,60,227
2024,1,2024-01-28,1,28,7,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",DCA,"Washington, DC",0557,-8,0,0700,-20,0,75,63,34,227
2024,1,2024-01-29,1,29,1,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",DCA,"Washington, DC",0602,-3,0,0740,20,1,75,98,49,227
2024,1,2024-01-30,1,30,2,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",DCA,"Washington, DC",0558,-7,0,0656,-24,0,75,58,38,227
2024,1,2024-01-31,1,31,3,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",DCA,"Washington, DC",0603,-2,0,0703,-17,0,75,60,40,227
2024,1,2024-01-02,1,2,2,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",EWR,"Newark, NJ",0756,-4,0,0941,-9,0,110,105,66,416
2024,1,2024-01-03,1,3,3,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",EWR,"Newark, NJ",0806,6,0,0953,3,0,110,107,67,416
2024,1,2024-01-04,1,4,4,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",EWR,"Newark, NJ",0804,4,0,0933,-17,0,110,89,59,416
2024,1,2024-01-05,1,5,5,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",EWR,"Newark, NJ",0806,6,0,1039,49,1,110,153,59,416
2024,1,2024-01-06,1,6,6,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",EWR,"Newark, NJ",0758,-2,0,0941,-9,0,110,103,58,416
2024,1,2024-01-07,1,7,7,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",EWR,"Newark, NJ",0819,19,1,0938,-12,0,110,79,58,416
2024,1,2024-01-07,1,7,7,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",LGA,"New York, NY",1724,-6,0,1909,-20,0,119,105,61,431
2024,1,2024-01-20,1,20,6,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",LGA,"New York, NY",1155,-5,0,1310,-31,0,101,75,58,431
2024,1,2024-01-27,1,27,6,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",LGA,"New York, NY",1155,-5,0,1311,-30,0,101,76,59,431
2024,1,2024-01-13,1,13,6,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",DTW,"Detroit, MI",0839,159,1,1022,148,1,114,103,80,501
2024,1,2024-01-14,1,14,7,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",DTW,"Detroit, MI",0555,-5,0,0749,-5,0,114,114,79,501
2024,1,2024-01-20,1,20,6,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",DTW,"Detroit, MI",0555,-5,0,0744,-10,0,114,109,82,501
2024,1,2024-01-27,1,27,6,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",DTW,"Detroit, MI",0558,-2,0,0741,-13,0,114,103,76,501
2024,1,2024-01-08,1,8,1,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",EWR,"Newark, NJ",0633,-6,0,0842,23,1,100,129,67,416
2024,1,2024-01-09,1,9,2,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",EWR,"Newark, NJ",0634,-5,0,0756,-23,0,100,82,57,416
2024,1,2024-01-10,1,10,3,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",EWR,"Newark, NJ",0633,-6,0,0803,-16,0,100,90,65,416
2024,1,2024-01-11,1,11,4,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",EWR,"Newark, NJ",0640,1,0,0827,8,0,100,107,62,416
2024,1,2024-01-12,1,12,5,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",EWR,"Newark, NJ",0656,17,1,0845,26,1,100,109,64,416
2024,1,2024-01-15,1,15,1,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",EWR,"Newark, NJ",0736,57,1,0904,45,1,100,88,62,416
2024,1,2024-01-16,1,16,2,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",EWR,"Newark, NJ",0909,150,1,1024,125,1,100,75,57,416
2024,1,2024-01-17,1,17,3,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",EWR,"Newark, NJ",0657,18,1,0850,31,1,100,113,67,416
2024,1,2024-01-18,1,18,4,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",EWR,"Newark, NJ",0637,-2,0,0813,-6,0,100,96,64,416
2024,1,2024-01-19,1,19,5,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",EWR,"Newark, NJ",0629,-10,0,0757,-22,0,100,88,57,416
2024,1,2024-01-22,1,22,1,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",EWR,"Newark, NJ",0640,1,0,0846,27,1,100,126,70,416
2024,1,2024-01-23,1,23,2,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",EWR,"Newark, NJ",0638,-1,0,0809,-10,0,100,91,63,416
2024,1,2024-01-24,1,24,3,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",EWR,"Newark, NJ",0636,-3,0,0805,-14,0,100,89,64,416
2024,1,2024-01-25,1,25,4,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",EWR,"Newark, NJ",0636,-3,0,0808,-11,0,100,92,67,416
2024,1,2024-01-26,1,26,5,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",EWR,"Newark, NJ",0635,-4,0,0806,-13,0,100,91,56,416
2024,1,2024-01-29,1,29,1,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",EWR,"Newark, NJ",0635,-4,0,0813,-6,0,100,98,64,416
2024,1,2024-01-30,1,30,2,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",EWR,"Newark, NJ",0630,-9,0,0835,16,1,100,125,61,416
2024,1,2024-01-31,1,31,3,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",EWR,"Newark, NJ",0631,-8,0,0802,-17,0,100,91,70,416
2024,1,2024-01-08,1,8,1,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",BNA,"Nashville, TN",1608,-2,0,1641,-17,0,108,93,74,442
2024,1,2024-01-09,1,9,2,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",BNA,"Nashville, TN",1605,-5,0,1859,121,1,108,234,83,442
2024,1,2024-01-10,1,10,3,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",BNA,"Nashville, TN",1605,-5,0,1644,-14,0,108,99,80,442
2024,1,2024-01-11,1,11,4,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",BNA,"Nashville, TN",1605,-5,0,1643,-15,0,108,98,79,442
2024,1,2024-01-12,1,12,5,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",BNA,"Nashville, TN",1741,91,1,1847,109,1,108,126,87,442
2024,1,2024-01-16,1,16,2,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",BNA,"Nashville, TN",1842,152,1,1948,170,1,108,126,87,442
2024,1,2024-01-17,1,17,3,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",BNA,"Nashville, TN",1747,97,1,1913,135,1,108,146,84,442
2024,1,2024-01-18,1,18,4,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",BNA,"Nashville, TN",1600,-10,0,1656,-2,0,108,116,86,442
2024,1,2024-01-19,1,19,5,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",BNA,"Nashville, TN",1726,76,1,1819,81,1,108,113,87,442
2024,1,2024-01-21,1,21,7,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",BNA,"Nashville, TN",1632,22,1,1706,8,0,108,94,75,442
2024,1,2024-01-22,1,22,1,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",BNA,"Nashville, TN",1605,-5,0,1640,-18,0,108,95,74,442
2024,1,2024-01-23,1,23,2,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",BNA,"Nashville, TN",1606,-4,0,1642,-16,0,108,96,72,442
2024,1,2024-01-24,1,24,3,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",BNA,"Nashville, TN",1610,0,0,1645,-13,0,108,95,71,442
2024,1,2024-01-25,1,25,4,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",BNA,"Nashville, TN",1607,-3,0,1647,-11,0,108,100,77,442
2024,1,2024-01-26,1,26,5,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",BNA,"Nashville, TN",1612,2,0,1643,-15,0,108,91,72,442
2024,1,2024-01-28,1,28,7,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",BNA,"Nashville, TN",1600,-10,0,1632,-26,0,108,92,74,442
2024,1,2024-01-29,1,29,1,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",BNA,"Nashville, TN",1600,-10,0,1627,-31,0,108,87,70,442
2024,1,2024-01-30,1,30,2,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",BNA,"Nashville, TN",1609,-1,0,1648,-10,0,108,99,80,442
2024,1,2024-01-31,1,31,3,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",BNA,"Nashville, TN",1608,-2,0,1632,-26,0,108,84,67,442
2024,1,2024-01-15,1,15,1,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",DTW,"Detroit, MI",1536,20,1,1716,6,0,114,100,77,501
2024,1,2024-01-16,1,16,2,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",DTW,"Detroit, MI",1540,24,1,1717,7,0,114,97,79,501
2024,1,2024-01-17,1,17,3,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",DTW,"Detroit, MI",1509,-7,0,1711,1,0,114,122,91,501
2024,1,2024-01-18,1,18,4,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",DTW,"Detroit, MI",1813,177,1,2006,176,1,114,113,79,501
2024,1,2024-01-19,1,19,5,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",DTW,"Detroit, MI",1622,66,1,1814,64,1,114,112,86,501
2024,1,2024-01-21,1,21,7,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",DTW,"Detroit, MI",1513,-3,0,1657,-13,0,114,104,84,501
2024,1,2024-01-22,1,22,1,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",DTW,"Detroit, MI",1603,47,1,1751,41,1,114,108,81,501
2024,1,2024-01-23,1,23,2,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",DTW,"Detroit, MI",1508,-8,0,1652,-18,0,114,104,77,501
2024,1,2024-01-24,1,24,3,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",DTW,"Detroit, MI",1513,-3,0,1652,-18,0,114,99,75,501
2024,1,2024-01-25,1,25,4,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",DTW,"Detroit, MI",1512,-4,0,1708,-2,0,114,116,87,501
2024,1,2024-01-26,1,26,5,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",DTW,"Detroit, MI",1510,-6,0,1647,-23,0,114,97,71,501
2024,1,2024-01-28,1,28,7,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC",DTW,"Detroit, MI",1526,10,0,1705,-5,0,114,99,76,501
